C161287,CAN Time-Out TCU
C161287,TCU1 Message Missing
C1612XX,CAN Time-Out TCU
C161300,CAN Signal Error EMS
C161302,CAN Signal Error EMS
C161308,CAN Signal Error EMS
C16134A,CAN Signal Error EMS
C161381,CAN Signal Error EMS
C161382,CAN Signal Error EMS
C161383,CAN Signal Error EMS
C161386,CAN Signal Error EMS
C161387,CAN Signal Error EMS
C1613XX,CAN Signal Error EMS
C161400,CAN Time-Out HCU/VCU/FCU
C161408,CAN Time-Out HCU/VCU/FCU
C161487,CAN Time-Out HCU/VCU/FCU
C161600,C-CAN Bus OFF
C161600,CAN Bus OFF
C161600,CAN Bus OFF(C-CAN)
C161608,C-CAN Bus OFF
C161682,C-CAN Bus OFF
C161686,C-CAN Bus OFF
C161687,C-CAN Bus OFF
C161687,CAN Bus OFF
C161688,C-CAN Bus OFF
C161688,CAN Bus OFF C-CAN
C161688,CAN Bus OFF(C-CAN)
C1616XX,CAN Bus OFF(C-CAN)
C1616XX,C-CAN Bus OFF
C161700,EMS Invalid Engine Speed
C161708,EMS Invalid Engine Speed
C161781,EMS Invalid Engine Speed
C161A02,CAN Signal Error HCU
C161A08,CAN Signal Error HCU
C161A81,CAN Signal Error HCU
C161B08,CAN Time-Out TCU_DCT for EPB
C161B87,CAN Time-Out TCU_DCT for EPB
C161C02,CAN Signal Error HCU/VCU/FCU
C161C81,CAN Signal Error HCU/VCU/FCU
C161C82,CAN Signal Error HCU/VCU/FCU
C161C83,CAN Signal Error HCU/VCU/FCU
C161C86,CAN Signal Error HCU/VCU/FCU
C161C87,CAN Signal Error HCU/VCU/FCU
C161D00,G-CAN Bus OFF (G-CAN Bus OFF Error)
C161E00,E-CAN Bus OFF (E-CAN Bus Off Error)
C161E87,E-CAN Bus OFF (E-CAN Bus Off Error)
C161E88,E-CAN Bus OFF (E-CAN Bus Off Error)
C161F64,Invalid Vehicle Speed   
C161F86,Invalid Vehicle Speed   
C162000,1st Set-up Not Completed
C162007,1st Set-up Not Completed
C162008,1st Set-up Not Completed
C162078,1st Set-up Not Completed
C162100,Excessive Operating Temperature
C162200,EMS invalid Vehicle Speed
C162264,EMS invalid Vehicle Speed
C162285,EMS invalid Vehicle Speed
C162286,EMS invalid Vehicle Speed
C162300,CAN Time-Out Steering Angle Sensor
C162308,CAN Time-Out Steering Angle Sensor
C162382,CAN Time-Out Steering Angle Sensor
C162385,CAN Time-Out Steering Angle Sensor
C162387,CAN Time-Out Steering Angle Sensor
C162387,CAN Time-Out SAS
C162387,SAS1 Message Missing
C1623XX,CAN Time-Out Steering Angle Sensor
C162486,CAN not-OK Steering angle sensor
C162500,CAN Time-Out ABS/ESP
C162500,CAN Time-out ABS/ESC
C162508,CAN Time-Out ABS/ESP
C162581,CAN Time-Out ABS/ESP
C162585,CAN Time-Out ABS/ESP
C162587,CAN Time-Out ABS/ESP
C162587,CAN Time-Out ABS/ESC(ESP)
C162587,CAN Time-out ABS/ESC
C162587,ESP2 Message Missing
C1625XX,CAN Time-Out ABS/ESC(ESP)
C162601,Implausible Control
C162604,Implausible Control
C162700,CAN Time-Out 4WD
C162708,CAN Time-Out 4WD
C162787,CAN Time-Out 4WD
C162800,CAN Time-Out Cluster
C162808,CAN Time-Out Cluster
C162886,CAN Time-Out Cluster
C162887,CAN Time-Out Cluster
C162887,CAN Time-out CLU
C1628XX,CAN Time-Out Cluster
C162900,Cluster Invalid Counter
C162908,Cluster Invalid Counter
C162982,Cluster Invalid Counter
C162A08,CAN Time-Out Cluster for Driving Mode
C162A08,Cluster for DMIC Communication Error
C162A08,CAN Time-Out Cluster for Driving Mode (CLU13)
C162A87,Cluster for DMIC Communication Error
C162B08,CAN Time-Out ECS_IVSS11
C162C02,CAN Signal Failure ECS_IVSS11
C162D00,CAN Time-Out LPI
C162E04,IVSS SW Execution Time Failure
C162F02,CAN Signal Failure 4WD11
C162F87,CAN Signal Failure 4WD11
C163200,Cluster Control Switch Fail
C163208,Cluster Control Switch Fail
C163281,Cluster Control Switch Fail
C163300,Cluster Invalid Displayed Speed
C163308,Cluster Invalid Displayed Speed
C163381,Cluster Invalid Displayed Speed
C163383,Cluster Invalid Displayed Speed
C163383,Cluster Invalid Counter
C163386,Cluster Invalid Displayed Speed
C163386,Vehicle Speed Signal Invalid
C163387,Cluster Invalid Displayed Speed
C163387,CLU1 Message Time Delta Fault
C163500,TCS Invalid Counter
C163508,TCS Invalid Counter
C163582,TCS Invalid Counter
C163583,TCS Invalid Counter
C163800,ACC/SCC communication Error
C163808,SCC Communication Error
C163808,ACC/SCC communication Error
C163808,SCC/FCA Communication Error
C163881,ACC/SCC Communication Error
C163881,SCC Communication Error
C163882,SCC Communication Error
C163883,SCC Communication Error
C163886,SCC Communication Error
C163886,SCC/FCA Communication Error
C163886,ACC/SCC communication Error
C163887,SCC Communication Error
C163A00,CAN Time-Out of eClutch
C163A87,CAN Time-Out of eClutch
C163B81,Invalid signal of eClutch
C163B82,Invalid signal of eClutch
C163B83,Invalid signal of eClutch
C163B86,Invalid signal of eClutch
C163B87,Invalid signal of eClutch
C163C86,CAN Message Failure TCU_DCT
C164200,CAN Message Failure - Brake
C164202,CAN Message Failure - Brake
C164208,CAN Message Failure - Brake
C164281,CAN Message Failure - Brake
C164281,CAN signal error ESC
C164282,CAN Message Failure - Brake
C164283,CAN Message Failure - Brake
C164286,CAN Message Failure - Brake
C164286,CAN Message Failure - ABS/ESC(ESP)
C164301,CAN Time-Out Yaw Rate & G Sensor
C164308,CAN Time-Out Yaw Rate & G Sensor
C164382,CAN Time-Out Yaw Rate & G Sensor
C164387,CAN Time-Out Yaw Rate & G Sensor
C1643XX,CAN Time-Out Yaw Rate & G Sensor
C164587,CAN Time-Out HCU
C164600,CAN Message Failure - TCU
C164602,CAN Message Failure - TCU
C164608,CAN Message Failure - TCU
C164608,CAN signal error TCU
C164681,CAN Message Failure - TCU
C164681,CAN signal error TCU
C164682,CAN signal error TCU
C164682,CAN Message Failure - TCU
C164683,CAN Message Failure - TCU
C164683,CAN signal error TCU
C164686,CAN Message Failure - TCU
C164686,CAN signal error TCU
C164687,CAN signal error TCU
C1646XX,CAN Message Failure - TCU
C164808,CAN Signal Error EMS for CC/SCC
C164808,CAN Signal Error EMS for ACC/SCC
C164908,CAN Time-Out EMS for CC/SCC
C164908,CAN Time-Out EMS for ACC/SCC
C164908,CAN Time-Out ECM for ACC
C164A87,Local CAN Time-Out (Front Left)
C164B87,Local CAN Time-Out (Front Right)
C164C87,Local CAN Time-Out (Rear Left)
C164D87,Local CAN Time-Out (Rear Right)
C164E00,Wheel Pulse Signal Error
C165008,CAN Signal Error SCC
C165008,CAN Signal Error ACC
C165100,CAN Time-Out EPB
C165108,CAN Time-Out EPB
C165187,CAN Time-Out EPB
C165208,CAN Signal Error EPB
C165282,CAN Signal Error EPB
C165283,CAN Signal Error EPB
C165286,CAN Signal Error EPB
C165387,CLU1 Message Missing
C165487,CLU2 Message Missing
C165587,TCU1 Message Time Delta Fault
C165602,CAN Signal Error - Cluster
C165608,CAN Signal Error - Cluster
C165681,CAN Signal Error - Cluster
C165682,CAN Signal Error - Cluster
C165683,CAN Signal Error - Cluster
C165686,CAN Signal Error - Cluster
C165687,CAN Signal Error - Cluster
C165687,CLU2 Message Time Delta
C165700,CAN time-Out TCS
C165787,CAN time-Out TCS
C1657XX,CAN time-Out TCS
C165900,CAN Time-Out SAS
C165987,CAN Time-Out SAS
C165A00,CAN Time-Out RCS
C165A87,CAN Time-Out RCS
C165B87,CAN Time-Out ESC
C165C87,CAN Time-out YRS
C165E00,CAN Time-Out BLTN_CAM(DVRS)
C166000,Receiver Hardware Failure
C166086,Receiver Hardware Failure
C166200,Auto-Learning Failure
C166200,Auto Learning Failure
C166300,Auto-Location Failure
C166400,CAN Signal Error SCC for VSM
C166700,CAN Time-Out SCC
C166787,CAN Time-Out SCC
C166800,Internal Failure Detection
C166900,CAN Time-Out ACU
C166982,CAN Time-Out ACU 
C166983,CAN Time-Out ACU 
C166987,CAN Time-Out ACU 
C166987,CAN Time-Out ACU
C166A00,CAN Time-Out LKA
C166A81,CAN Time-Out LKA
C166A87,CAN Time-Out LKA
C166A87,CAN Time-Out LDWS/LKAS/MFC/LDW/LKA
C166AXX,CAN Time-Out LDWS/LKAS/MFC/LDW/LKA
C166B00,CAN Time-Out WHL_SPD
C166B87,CAN Time-Out WHL_SPD
C166D00,CAN Time-Out HUD
C166E00,CAN Time-Out IFS
C167100,Signal LAT_ACCEL or LONG_ACCEL or YAW_RATE or YL_PRES_STAT not Valid
C167181,Signal LAT_ACCEL or LONG_ACCEL or YAW_RATE or YL_PRES_STAT not Valid
C167186,Signal LAT_ACCEL or LONG_ACCEL or YAW_RATE or YL_PRES_STAT not Valid
C1671XX,Signal LAT_ACCEL or LONG_ACCEL or YAW_RATE or YL_PRES_STAT not Valid
C167202,SAS Message Counter Error
C167281,SAS Message Counter Error
C167282,SAS Message Counter Error
C167282,SAS1 Message Counter Error
C167283,SAS Message Counter Error
C167283,SAS1 Message Checksum Fault
C167286,SAS Message Counter Error
C167286,Steering Angle Signal Invalid
C167287,SAS Message Counter Error
C167287,SAS1 message Time Delta Fault
C1672XX,SAS Message Counter Error
C167300,Seat Belt DR and DriBkl Stat not Plausible
C167400,Seat Belt PA and PasBkl Stat not Plausible
C167500,Signal Wheel (FL or FR or RL or RR) not Valid
C167581,Signal WHEEL FL or WHEEL FR or WHEEL RL or WHEEL RR not Valid
C167587,Signal WHEEL FL or WHEEL FR or WHEEL RL or WHEEL RR not Valid
C167682,MDPS3 Message Counter Error
C167683,MDPS Message Checksum Fault
C167A87,CAN Time-Out NAVI
C167B86,CAN Message Failure - NAVI
C167C00,CAN Time-Out CCM
C168001,ESC Error For VSM
C168100,LKA_SysStat not Valid
C168200,PasBkl_Stat not Valid (PasBkl_FltStat)
C168300,DriBkl_Stat not Valid (DriBkl_FltStat)
C168700,CAN Time-Out VSM2 (MDPS)
C168708,CAN Time-Out VSM2 (MDPS)
C168782,CAN Time-Out VSM2 (MDPS)
C168785,CAN Time-Out VSM2 (MDPS)
C168787,CAN Time-Out VSM2 (MDPS)
C168787,MDPS3 Message Missing
C168787,CAN Time-Out MDPS
C1687XX,CAN Time-Out VSM2 (MDPS)
C168808,VSM2 (MDPS) Signal Error
C168881,VSM2 (MDPS) Signal Error
C168882,VSM2 (MDPS) Signal Error
C168886,VSM2 (MDPS) Signal Error
C168886,TOI Signal Mismatch
C168887,MDPS3 Message Time Delta Fault
C1688XX,VSM2 (MDPS) Signal Error
C168987,VSM1 Message Missing
C168B86,CAN Message Failure - MFC
C169087,VSM1 Message Time Delta Fault
C169200,CAN Time-Out ESC
C169287,CAN Time-Out ESC
C169300,ESC Signal Error
C169381,ESC Signal Error
C169383,ESC Signal Error
C169386,ESC Signal Error
C1693XX,ESC Signal Error
C169408,CAN Time-Out FATC
C169487,CAN Time-Out FATC
C169508,CAN Message Failure - FATC
C169581,CAN Message Failure - FATC
C169586,CAN Message Failure - FATC
C169600,CAN Time-Out SPAS/PA
C169600,CAN Time-Out PA/RSPA
C169687,CAN Time-Out PA/RSPA
C169700,CAN Message Failure - PA/RSPA
C169783,CAN Message Failure - PA/RSPA
C169786,CAN Message Failure - PA/RSPA
C169800,CAN Time-Out ECS
C16A008,Local CAN Timeout-SCC for AEB
C16A008,Local CAN Timeout-SCC for FCA
C16A108,Local CAN AliveCounter Error-SCC for AEB
C16A108,Local CAN AliveCounter Error-SCC for FCA
C16A208,CAN Time Out - InhibitRMT
C16B008,AEB Error by SCC Error
C16B008,FCA Error by SCC Error
C16B081,FCA Error by SCC Error
C16B081,AEB Error by SCC Error
C16B082,FCA Error by SCC Error
C16B082,AEB Error by SCC Error
C16B083,AEB Error by SCC Error
C16B087,AEB Error by SCC Error
C16B108,AEB Error by LDWS(LKA) Error
C16B108,FCA Error By LKA Error
C16B181,AEB Error by LDWS(LKAS) Error
C16B182,AEB Error by LDWS(LKAS) Error
C16B183,AEB Error by LDWS(LKAS) Error
C16B187,AEB Error by LDWS(LKAS) Error
C16B208,WHL_SPD Checksum/Alive Counter Error
C16B281,WHL_SPD Checksum/Alive Counter Error
C16B282,WHL_SPD Checksum/Alive Counter Error
C16B283,WHL_SPD Checksum/Alive Counter Error
C16B286,WHL_SPD Checksum/Alive Counter Error
C16B381,WHL_PUL Checksum/Alive Counter Error
C16B382,WHL_PUL Checksum/Alive Counter Error
C16B383,WHL_PUL Checksum/Alive Counter Error
C16B408,CAN Time-Out VCU
C16B487,CAN Time-Out VCU
C16B581,VCU Signal Error
C16B587,VCU CAN Signal Error
C16B587,VCU Signal Error
C16B600,CAN Time-Out FCA
C16B682,CAN Time-Out FCA
C16B687,CAN Time-Out FCA
C16B687,CAN Time-Out AEB
C16B700,FCA Signal Error
C16B708,FCA Signal Error
C16B781,FCA Signal Error
C16B802,FCA Communication Error
C16B802,AEB Communication Error
C16B808,FCA Communication Error
C16B808,AEB Communication Error
C16B849,FCA Communication Error
C16B881,AEB Communication Error
C16B881,FCA Communication Error
C16B882,FCA Communication Error
C16B883,FCA Communication Error
C16B887,FCA Communication Error
C16B902,FCA, SCC Communication Error
C16B981,FCA, SCC Communication Error
C16B986,FCW+DBS Communication Error
C16B986,FCA, SCC Communication Error
C170000,Byte Coding Error
C170004,Byte Coding Error
C170041,Byte Coding Error
C170042,Byte Coding Error
C170064,Byte Coding Error
C170100,Auto Coding Error
C170200,Variant Coding Error
C170204,Variant Coding Error
C170205,Variant Coding Error
C170208,Variant Coding Error
C170246,Variant Coding Error
C17024A,Variant Coding Error
C170251,Variant Coding Error
C170254,Variant Coding Error
C170255,Variant Coding Error
C170262,Variant Coding Error
C1702XX,Variant Coding Error
C170355,Option Mismatch
C170400,ECU Fail-Safe Relay Fail
C170401,ECU Fail-Safe Relay Fail
C170416,ECU Fail-Safe Relay Fail
C170417,ECU Fail-Safe Relay Fail
C170423,ECU Fail-Safe Relay Fail
C170424,ECU Fail-Safe Relay Fail
C170472,ECU Fail-Safe Relay Fail
C170473,ECU Fail-Safe Relay Fail
C170504,ECU Pre-Charge Circuit Fail
C170516,ECU Pre-Charge Circuit Fail
C170A11,Activation Switch LED Circuit short to ground
C170AXX,Activation Switch LED Circuit short to ground
C170B12,Activation Switch LED Circuit short to battery or open
C170BXX,Activation Switch LED Circuit short to battery or open
C170C04,ECU Hardware Error (REAR RIGHT)
C170CXX,ECU Hardware Error (REAR RIGHT)
C170D04,ECU Hardware Error (REAR LEFT)
C170DXX,ECU Hardware Error (REAR LEFT)
C170E04,ECU Hardware Error (Front Right)
C170F04,ECU Hardware Error (Front Left)
C171004,Assembly-line Setup is still Active
C171055,Assembly-line Setup is still Active
C171100,Improper Program Termination
C171101,Improper Program Termination
C171104,Improper Program Termination
C171304,Factory Mode Not Disabled
C171492,EPB(PBC) Signal Error
C171648,EPB(HOST) Not Available
C171748,EPB(HOST) Signal Error
C171791,EPB(HOST) Signal Error
C172144,Data from EEPROM Not Valid or Hardware Defects
C173300,Undervoltage Detected
C173349,Undervoltage Detected
C173400,Overvoltage Detected
C173417,Overvoltage Detected
C173449,Overvoltage Detected
C173500,Overtemperature Detected
C17354B,Control module over Temperature
C17354B,Over Temperature Detected
C173A00,Secure boot Fail
C174000,Variant Coding Error - PSB
C174100,ESC-not available VSM (Check ESC)
C174108,ESC-not available VSM (Check ESC)
C174181,ESC-not available VSM (Check ESC)
C174200,Variant Error - ESC (Check ESC)
C174208,Variant Error - ESC (Check ESC)
C174281,Variant Error - ESC (Check ESC)
C174305,Software Mis-Match
C174308,Software Mis-Match
C174342,Software Mis-Match
C174351,Software Mis-Match
C174381,Software Mis-Match
C174382,Software Mis-Match
C174383,Software Mis-Match
C174408,SCC Coding & AVN/Navi Option Mismatch
C174455,SCC Coding & AVN/Navi Option Mismatch
C174481,SCC Coding & AVN/Navi Option Mismatch
C174686,HDA Coding & AVN / Navi Option Mismatch
C174755,Front Radar & Front View Camera Variant Coding Mismatch
C174800,DSW ECU Fail
C180008,CAN Time-Out AHB
C180187,TCS1 Message Time Delta Fault
C180208,CAN Time-Out VCU
C180287,CAN Time-Out VCU
C180400,CAN Time-Out LKAS
C180408,CAN Time-Out LKAS
C180478,CAN Time-Out LKAS
C180486,CAN Time-Out LKAS
C180487,CAN Time-Out LKA
C180487,CAN Time-Out LKAS
C180500,LKAS CAN Signal Error
C180500,LKA CAN Signal Error
C180508,LKAS CAN Signal Error
C180508,LKA CAN Signal Error
C180581,LKA CAN Signal Error
C180581,LKAS CAN Signal Error
C180582,LKAS CAN Signal Error
C180582,LKA CAN Signal Error
C180583,LKAS CAN Signal Error
C180583,LKA CAN Signal Error
C180586,LKA CAN Signal Error
C180587,LKA CAN Signal Error
C180600,CAN Time-Out MCU
C180608,CAN Time-Out MCU
C180687,CAN Time-Out MCU
C180708,Sub CAN Bus OFF
C180800,CAN Time-Out LDC
C180900,CAN Time-Out PSB
C180A00,CAN Time-Out C_STS
C180B00,CAN Time-Out CGW1
C180B87,CAN Time-Out CGW1
C180B87,CAN Time-Out Gateway
C180C00,CAN Time-Out CGW_CPX
C180E00,CAN Signal Error Buckle CGW
C180E08,CAN Signal Error Buckle CGW
C181200,CAN Time-Out Gateway
C181208,CAN Time-Out Gateway
C181287,CAN Time-Out Gateway
C1812XX,CAN Time-Out Gateway
C181400,CAN Message Failure - SAS
C181401,CAN Message Failure - SAS
C181454,CAN Message Failure - SAS
C181462,CAN Message Failure - SAS
C181464,CAN Message Failure - SAS
C181481,CAN Message Failure - SAS
C181482,CAN Message Failure - SAS
C181483,CAN Message Failure - SAS
C181486,CAN Message Failure - SAS
C181487,CAN Message Failure - SAS
C181587,CAN time-out P_STS
C181600,CAN Time-Out SJB
C181608,CAN Time-Out SJB
C181686,CAN Time-Out SJB
C181687,CAN Time-Out SJB
C181687,CAN Time-Out VSM2 (MDPS)
C181700,CAN Signal Error Gateway
C181702,CAN Signal Error Gateway
C181708,CAN Signal Error Gateway
C181781,CAN Signal Error Gateway
C181782,CAN Signal Error Gateway
C181783,CAN Signal Error Gateway
C181786,CAN Signal Error Gateway
C181787,CAN Signal Error Gateway
C181800,CAN Time-Out BCA
C181887,CAN Time-Out BCA
C181887,CAN Time-Out BCW
C181900,CAN Time-Out TPMS
C181987,CAN Time-Out TPMS
C181A00,CAN Time-Out AAF
C181B00,CAN Time-Out AHLS
C181C00,CAN Time-Out LVR
C181C87,CAN Time-Out LVR
C181D00,CAN Time-Out EVP
C181E00,All ECUs of C-CAN are absent
C181F00,All ECUs of P-CAN are absent
C182008,CAN Time-Out Temperature Sensor
C182108,CAN Signal Error Temperature Sensor
C182200,CAN Time-Out NAVI for SCC
C182208,CAN Time-Out NAVI for SCC
C182287,CAN Time-Out NAVI for SCC
C182300,NAVI Invalid Signal for SCC
C182308,NAVI Invalid Signal for SCC
C182381,NAVI Invalid Signal for SCC
C182382,NAVI Invalid Signal for SCC
C182408,CAN Signal Error - HCU/VCU/FCU
C182481,CAN Signal Error - HCU/VCU/FCU
C182508,CAN Signal Error - MCU
C182529,CAN Signal Error - MCU
C182586,CAN Signal Error - MCU
C182608,CAN Signal Error - AHB
C182700,CAN Time-Out iBAU
C182787,CAN Time-Out iBAU
C182800,CAN Time-Out FPCM
C182900,CAN Time-Out OBC
C182A00,IGN3 Signal Error
C182B00,PLC PHY Failure
C182C00,EVSE Failure
C182D00,CAN Time-Out SCU
C182D87,CAN Time-Out SCU
C182E00,CAN Time-Out FCS
C182E08,CAN Time-Out FCS
C182F00,CAN Time-Out LSD
C182F08,CAN Time-Out LSD
C183000,CAN Time-Out VESS
C183185,CAN Signal Error - Navigation
C183186,CAN Signal Error - Navigation
C183200,CAN Signal Error-ESG
C183288,CAN Signal Error-ESG
C183381,iBAU CAN Signal Error
C183487,CAN Time-Out IEB
C183586,CAN Signal Error IEB
C183686,CAN Signal Error LVR
C183782,CAN Signal Error BCA/BCW
C183782,CAN Signal Error BCA
C183783,CAN Signal Error BCA
C183783,CAN Signal Error BCA/BCW
C183786,CAN Signal Error BCA
C183787,CAN Signal Error BCA/BCW
C183787,CAN Signal Error BCA
C183887,CAN Time-Out RSPA
C183982,CAN Signal Error RSPA
C183983,CAN Signal Error RSPA
C183986,CAN Signal Error RSPA
C183987,CAN Signal Error RSPA
C183A82,CAN Message Failure - SCU
C183A83,CAN Message Failure - SCU
C183A86,CAN Message Failure - SCU
C183B00,CAN Time-Out SDC
C183C83,CAN Message Failure - ICU
C183C86,CAN Message Failure - ICU
C183D82,CAN Message Failure - SWRC
C183D83,CAN Message Failure - SWRC
C183E81,Invalid Signal of ICU
C183E86,Invalid Signal of ICU
C183F00,PLC Signal Failure
C184082,Communication Error - RR_C_RDR
C184083,Communication Error - RR_C_RDR
C184087,Communication Error - RR_C_RDR
C184281,YRS_YawRate or YRS_LatAccel or YRS LongAccel Not valid
C184281,Yaw rate, Lateral Acceleration or Logngitudinal Acceleration Not valid
C184282,Yaw rate, Lateral Acceleration or Logngitudinal Acceleration Not valid
C184283,Yaw rate, Lateral Acceleration or Logngitudinal Acceleration Not valid
C184286,Yaw rate, Lateral Acceleration or Logngitudinal Acceleration Not valid
C184582,Communication Error - RWS
C184587,Communication Error - RWS
C184687,Communication Error - SBW
C184782,Communication Error - PCA
C184783,Communication Error - PCA
C184786,Communication Error - PCA
C184787,Communication Error - PCA
C184881,Invalid Signal of IBU
C184987,CAN Time-Out H_U
C184B00,CAN Time-Out SBW
C184C00,CAN Time-Out PSD
C184D00,CAN Time-Out RLHV
C184F00,CAN Time-Out RRHV
C185087,CAN Time-Out MFSW
C185187,CAN Time-Out SBCM_DRV
C185287,CAN Time-Out SBCM_AST
C185381,Invalid Signal of SBCM_DRV
C185481,Invalid Signal of SBCM_AST
C185687,Time-Out SBCM_RL
C185787,Time-Out SBCM_RR
C185881,Invalid Signal of SBCM_RL
C185981,Invalid Signal of SBCM_RR
C186087,CAN Time-Out IVSS
C186186,CAN Signal Error IVSS
C186286,Invalid Signal of SCC
C186387,CAN Time-out NAVI for HDA
C186400,CAN Time-Out OPI
C186500,CAN/PLC Time-Out CCM
C186600,CAN Time-Out ICSC
C186608,CAN Time-Out ICSC
C186700,CAN Time-Out FCA
C186800,CAN Time-Out AFLS/AFS
C186908,CAN Signal Error LSD
C186A00,CAN Time-Out ILCU LH
C186A87,CAN Time-Out ILCU LH
C186B00,CAN Time-Out ILCU RH
C186B87,CAN Time-Out ILCU RH
C187171,CAN Signal Error – LSD stuck
C188087,CAN Time-Out FR_C_RDR
C188186,FR/RR_C_RDR Signal Error Fault
C200000,Local CAN Timeout-AEB for SCC
C200000,Local CAN Timeout-FCA for SCC
C200100,CAN Time-Out ACV
C200200,CAN Time-Out APC
C200300,CAN Time-Out BHDC
C200400,CAN Time-Out BPCU
C200500,CAN Time-Out CBV
C200600,CAN Time-Out CTV
C200700,CAN Time-Out HMU
C200800,CAN Time-Out IEB
C200900,CAN Time-Out RSPA
C200A00,CAN Time-Out CPP
C200B00,CAN Time-Out CSP
C200C00,CAN Time-Out RVM
C200D00,CAN Time-Out SVM
C200E00,CAN Time-Out ADAS PRK
C200F00,CAN Time-Out EWP
C211201,Valve Relay Error
C211202,Valve Relay Error
C212601,Vacuum Pump Relay Drive Pin Open/Short
C213001,Brake Lamp Relay Error
C213101,ESS Brake Lamp Relay Error
C220201,Latching Failure / Mechanics
C220277,Latching Failure / Mechanics
C220310,CDC Actuator Failure - FL
C220410,CDC Actuator Failure - FR
C220510,CDC Actuator Failure - RL
C220610,CDC Actuator Failure - RR
C220700,ESG Short
C220749,ESG Short
C220800,ESG Breakage
C220849,ESG Breakage
C220900,Over Temperature Detected-ESG
C220917,Over Temperature Detected-ESG
C220A00,Internal Error Detected-ESG
C220A49,Internal Error Detected-ESG
C220B00,Charge Inlet Actuator Failure
C220C00,CAN Time-Out AFCU_DRV
C221213,Front-LH Actuator
C221219,Front-LH Actuator
C221613,Front-RH (or Front) Actuator
C221619,Front-RH (or Front) Actuator
C222001,Rear-LH Actuator
C222001,Rear-LH Actuator Malfunction
C222013,Rear-LH Actuator
C222019,Rear-LH Actuator
C222071,Rear-LH Actuator
C222074,Rear-LH Actuator
C222077,Rear-LH Actuator
C222092,Rear-LH Actuator
C222094,Rear-LH Actuator
C222208,Actuator Failure - 4WD
C222386,MDPS Steering Control Failure
C222401,Rear-RH (or rear) Actuator
C222401,Rear-RH (or rear) actuator circuit
C222413,Rear-RH (or rear) Actuator
C222419,Rear-RH (or rear) Actuator
C222471,Rear-RH (or rear) Actuator
C222474,Rear-RH (or rear) Actuator
C222477,Rear-RH (or rear) Actuator
C222492,Rear-RH (or rear) Actuator
C222494,Rear-RH (or rear) Actuator
C222701,Excessive Temperature of Brake Disc
C222707,Excessive Temperature of Brake Disc
C222798,Excessive Temperature of Brake Disc
C222808,SCC Actuator Failure - TCU
C222808,Actuator Failure - TCU
C222808,ACC Actuator Failure - TCU
C222908,Actuator Failure - EMS
C223102,Vacuum Pump System Fail
C223116,Vacuum Pump System Fail
C223117,Vacuum Pump System Fail
C223174,Vacuum Pump System Fail
C223386,LKAS MDPS Driver Torque Signal Invalid
C223407,Low Vacuum Booster
C223586,Communication Error - EVP1
C223587,Communication Error - EVP1
C223686,Communication Error - EVP2
C223687,Communication Error - EVP2
C223886,MDPS Steering Control Failure for LKA
C223986,MDPS Steering Control Failure for LKAS
C223986,LKAS TOI Unavailable
C223986,MDPS Steering Control Failure for LKA
C224077,Unknown Actuator State
C224096,Unknown Actuator State
C224102,PRA (Park Release Actuator) Range Fault
C224201,PRA (Park Release Actuator) Hall Sensor Fault
C224308,Gear Fault
C224406,EPB Incomplete Operation
C224416,EPB Incomplete Operation
C224494,EPB Incomplete Operation
C224568,Parking Release for TCU (Check TCU)
C224786,PA Assist Failure - MDPS
C224871,Actuator Failure - RWS
C224886,Actuator Failure - RWS
C224986,RSPA Assist Failure - ESC/IEB
C225086,RSPA Assist Failure - PT ECU
C225186,RSPA Assist Failure - IBU
C225286,CAN Message Failure IBU
C225387,CAN Time-Out IBU
C238001,ABS/TCS/ESP valve error
C238001,ABS/TCS/ESC valve error
C240061,Motor
C240062,Motor
C240100,Motor Circuit
C240101,Motor Circuit
C240129,Motor Circuit
C240161,Motor Circuit
C240162,Motor Circuit
C240201,Motor Electrical
C24024B,Motor Electrical
C240271,Motor Electrical
C240428,Servo Motor Circuit
C240501,Motor Encoder Fault
C24051C,Motor Encoder Fault
C240527,Motor Encoder Fault
C240601,Stepping motor
C240701,Stepping motor circuit
C241200,Motor Short or Open
C241201,Motor Short or Open
C241216,Motor Short or Open
C241262,Motor Short or Open
C241296,Motor Short or Open
C241300,Motor current fail (current excessive)
C241301,Motor Current Fail (Current Over)
C241319,Motor Current Fail (Current Over)
C241322,Motor Current Fail (Current Over)
C241328,Motor Current Fail (Current Over)
C241396,Motor Current Fail (Current Over)
C241600,Motor short or open - LH
C241601,Motor short or open - LH
C241611,Motor Short or Open - LH
C241612,Motor Short or Open - LH
C241613,Motor Short or Open - LH
C241619,Motor short or open - LH
C241671,Motor Short or Open - LH
C241692,Motor Short or Open - LH
C241701,Motor Short or Open - RH
C241711,Motor Short or Open - RH
C241712,Motor short or open - RH
C241713,Motor short or open - RH
C241719,Motor short or open - RH
C241771,Motor short or open - RH
C241877,Motor Stall - LH
C241977,Motor Stall - RH
C242271,Park Release Motor Fault
C242319,Park Release Motor Gear Fault
C242600,PSB Dside Motor Open
C242700,PSB Pside Motor Open
C242800,PSB Dside Motor Wire Short
C242900,PSB Pside Motor Wire Short
C242A00,PSB Dside Motor Wire Short to Battery
C242B00,PSB Dside Motor Wire Short to GND
C242C00,PSB Pside Motor Wire Short to Battery
C242D00,PSB Pside Motor Wire Short to GND
